Dosya,MSE_Noisy,MSE_Filtered,SNR_Noisy_dB,SNR_Filtered_dB,SNR_Improvement_dB
435.wav,0.204472,0.021411363228944318,-12.582679,-2.7827830980655137,9.799895696795327
436.wav,2.4641957e-09,4.359547547461847e-05,68.19035,25.71269086374926,-42.47766252980543
437.wav,0.21494058,0.02862726997727885,-10.520502,-1.7651176651846934,8.755384425269408
438.wav,0.17467926,0.023600917441374655,-9.939922,-1.246797153172849,8.693125179590822
439.wav,0.12582847,0.015282490475670783,-9.770055,-0.6142069673004132,9.155847849899294
44.wav,0.1736053,0.02185423660383851,-10.794164,-1.7938910377495245,9.000272666168932
440.wav,0.21184833,0.026519646915006426,-11.090122,-2.0655499933747627,9.024572229525628
441.wav,0.20851849,0.018881360354449372,-14.630417,-4.1993040112768645,10.431112858840322
442.wav,0.23481977,0.026262489761535817,-12.293777,-2.7797894895850366,9.513987976235276
443.wav,0.18038271,0.02677691061198246,-9.340275,-1.055929549534095,8.28434526125692
444.wav,0.21976131,0.02649270013259849,-11.368327,-2.1800767552873377,9.188250385520767
445.wav,0.20271014,0.024244018580617244,-11.339464,-2.116755974303649,9.222708213318421
446.wav,0.1697623,0.01898391716244754,-11.607267,-2.092713880119134,9.514553499641607
447.wav,0.16507722,0.019512710443792127,-10.16353,-0.8898343990967278,9.273695950634718
448.wav,0.16860653,0.017221295685323903,-12.513872,-2.6057860155991275,9.908086131007318
449.wav,0.14990197,0.017813741032447872,-10.683899,-1.4333761941417507,9.2505227316395
450.wav,0.14471212,0.03957424254352338,-5.1813316,0.44959156419341684,5.6309231987149015
451.wav,0.003344349,0.003495028264656935,11.082134,10.890742864968058,-0.19139138185811433
452.wav,0.1029431,0.025728787582529413,-4.961542,1.0602371160963673,6.021779245612969
453.wav,0.14169952,0.033451900987063,-5.78737,0.4821055879595316,6.269475792885069
454.wav,0.13503958,0.01615257218680814,-11.047238,-1.8250441613065125,9.222194188608038
455.wav,0.20593207,0.02981718171395991,-9.676103,-1.2835283884838122,8.392574249760816
457.wav,0.21323614,0.03338064733911991,-9.196128,-1.142467909969362,8.053659981571165
458.wav,0.12811972,0.08563911816580691,-10.730907,-8.981470051232959,1.7494373889525878
459.wav,0.1639621,0.08096558463544709,-9.200912,-6.136482130789039,3.0644303447968984
46.wav,0.1414343,0.017946077461633195,-9.573254,-0.6074021713488611,8.965851460242936
460.wav,0.009724111,0.0018456191949797768,2.8459153,10.062993482674734,7.217078165139334
464.wav,0.21578999,0.13839611736670657,-10.996731,-9.067656037392922,1.9290747670504373
465.wav,0.20768598,0.02155235957973907,-12.694888,-2.8557645278973665,9.839123587031832
467.wav,0.14792335,0.047930499276081374,-9.286231,-4.3919827627108345,4.894248278243755
468.wav,0.13369858,0.02625445543066657,-6.6571717,0.412066348151447,7.069238074378253
469.wav,0.17799556,0.029586805439178857,-7.8086805,-0.015569449859780406,7.793111084503012
47.wav,0.19680618,0.0384193913819046,-7.2971497,-0.20226783788010624,7.094881820323018
470.wav,0.16989413,0.025578739917276678,-8.580092,-0.3571002956918933,8.222992134422853
471.wav,0.157641,0.03144834172977776,-6.612897,0.38781716711164504,7.000714086362134
472.wav,0.15102984,0.022648298884698256,-9.398341,-1.1580695214626198,8.240271657431423
473.wav,0.1862696,0.02911927267495053,-8.865262,-0.805647988466463,8.059614043088713
474.wav,0.21496074,0.04462501693066885,-7.0983844,-0.27057685967532474,6.827807520665251
475.wav,0.21135788,0.038777750890983426,-8.132004,-0.7676453876519722,7.364358396527715
476.wav,0.1436357,0.023415719416231977,-8.480037,-0.6024879886848635,7.877548746849804
477.wav,0.13596576,0.02183586302437377,-7.8889604,0.05363173063538089,7.942592092116094
478.wav,0.18776242,0.029393272561863026,-8.858382,-0.8047742757256992,8.053607949310923
479.wav,0.1517136,0.027126314159530207,-7.0581098,0.41822738459048847,7.476337144874912
48.wav,0.13020594,0.016633301271457908,-10.028763,-1.0922398118102337,8.936523005572578
480.wav,0.17015375,0.03318193171162602,-7.340629,-0.24123026926277116,7.0993988315367895
481.wav,0.18865177,0.03890196295207892,-7.18632,-0.32942587562575687,6.85689395240769
482.wav,0.1816058,0.022592746560399647,-10.327139,-1.2755322103638354,9.051606690393001
483.wav,0.23345906,0.03777404166224078,-8.976403,-1.0662306117957598,7.9101726245934
485.wav,0.18076816,0.02028743769167417,-11.300936,-1.8019887726955843,9.498946972543674
486.wav,0.15268686,0.020808287818171144,-9.837714,-1.1820605676841731,8.655653627567292
487.wav,0.1994531,0.017988296122903327,-14.558581,-4.1100739826979495,10.448507369535937
488.wav,0.16001968,0.019456158547926494,-10.075651,-0.9244880275115057,9.151163141311736
489.wav,0.14720678,0.014563997698291031,-11.917914,-1.8714418794863614,10.046472511077603
49.wav,0.22382708,0.02486959075995383,-12.595301,-3.0528603848471936,9.542440289591283
490.wav,0.21256812,0.024870922238314476,-11.506877,-2.1888144439142168,9.31806250158139
491.wav,0.23445536,0.03263699360485311,-10.448836,-1.8853353900410375,8.563500936558084
492.wav,0.23600553,0.030759422778373867,-10.841717,-1.9922768419715355,8.849439924385887
493.wav,0.22686577,0.02776369623400688,-11.343612,-2.220694441685364,9.122917275538757
494.wav,0.14743857,0.01999105897340427,-9.352494,-0.6747414751853698,8.67775276462176
495.wav,0.16840366,0.018357451293615684,-11.569977,-1.9445853654440648,9.62539144119656
496.wav,0.1252372,0.01693985090913605,-9.3808155,-0.692577219650618,8.688238286330828
497.wav,0.1687442,0.022818663183929125,-9.312812,-0.623425735947311,8.689386115554154
498.wav,0.18473789,0.023675446319506372,-10.696171,-1.773591923171073,8.922578883713692
499.wav,0.12443618,0.012871458569700319,-11.58731,-1.7341206055220624,9.853189231819247
5.wav,0.0075584063,0.012829737019546312,9.599242,7.301366781212475,-2.2978754291757086
50.wav,0.12812872,0.02277156398819475,-7.189934,0.3126027588534086,7.502536535708877
500.wav,0.18353406,0.023963787979853327,-10.113583,-1.2719708890584638,8.84161172202552
501.wav,0.13454264,0.010769207454968215,-15.504318,-4.537555976985129,10.966762260319559
502.wav,0.122408845,0.011704765453174216,-12.691534,-2.4970329233462176,10.19450111901218
503.wav,0.18564679,0.021473305938941246,-11.436781,-2.0688951984761115,9.367885731089318
504.wav,0.17282562,0.022331440434256323,-9.795044,-0.908129639818649,8.886914305493852
505.wav,0.19918561,0.0241951760847218,-11.240305,-2.0850131574703292,9.155291789429086
506.wav,0.0893158,0.008469157677696518,-12.787066,-2.556185914452654,10.230880545203107
508.wav,0.24613903,0.03509994844311399,-9.957372,-1.4986320949768488,8.458739616754109
509.wav,0.22391573,0.03314061033790021,-9.580093,-1.2828528754162831,8.297240508372779
51.wav,0.004819444,0.0035126464154577684,6.095088,7.468713075203764,1.3736250701378463
510.wav,0.23282944,0.04223372769096383,-8.227101,-0.8133166269647516,7.413784699024018
511.wav,0.21693863,0.02532471179988503,-11.764271,-2.4363469030428764,9.327923879427827
512.wav,0.22748536,0.0316211013391809,-10.317062,-1.7472972532744784,8.56976512465521
513.wav,0.22740953,0.03578063168948916,-9.305292,-1.273685583111346,8.031606546405255
514.wav,0.23447767,0.034701666956718044,-9.808023,-1.5105118996610902,8.2975115530977
515.wav,0.22471245,0.036175276281261576,-8.913847,-0.9816947691692012,7.932152200435291
516.wav,0.22345743,0.0385197282612086,-8.417982,-0.7828670423099114,7.635115059130518
517.wav,0.24322787,0.03621922750258012,-9.813829,-1.5430880461030572,8.270741375894014
518.wav,0.21884537,0.03559274734641527,-8.852441,-0.9646823159214972,7.887758518123913
519.wav,0.2463811,0.03742878350320333,-9.553426,-1.3694090502553573,8.184016738624038
52.wav,0.14531024,0.021618304533296013,-8.14007,0.13467621813635627,8.274746179684207
520.wav,0.23197077,0.032783912057130694,-9.9023285,-1.4046036458888937,8.497724845322043
521.wav,0.22911875,0.03763762314720131,-8.955944,-1.1115591628830588,7.844384898396238
522.wav,0.20577613,0.02477613874010446,-11.483509,-2.2898958474973212,9.193613216223381
523.wav,0.20779517,0.029181686510084733,-10.104724,-1.5794739716894828,8.525249958669404
524.wav,0.24446979,0.04434905821020301,-8.426887,-1.013478708139282,7.413407850393433
525.wav,0.22794835,0.035506315051445754,-9.372095,-1.2967870884695039,8.075308019562723
526.wav,0.21272138,0.03009645678136156,-10.247873,-1.754915303677874,8.49295800259654
527.wav,0.20116241,0.03012331448413204,-9.68197,-1.435528604431933,8.246441038207227
528.wav,0.236276,0.03828962862600602,-9.09445,-1.1910657136935776,7.903384283254665
529.wav,0.23564294,0.037040444652596725,-9.2968855,-1.2611034679396813,8.035782022477798
53.wav,0.13426727,0.0196850780177672,-9.226251,-0.8879201343979549,8.33833051410058
531.wav,0.22881836,0.03205185427722644,-10.110521,-1.5741440144373082,8.536377302091012
532.wav,0.22805285,0.028810234675253427,-10.921792,-1.93690414831272,8.984887882021752
533.wav,0.27951342,0.040438823444824454,-10.336872,-1.9408309316487107,8.396041169181368
534.wav,0.25375572,0.04164921320872744,-9.123404,-1.275313585742717,7.848089963451619
535.wav,0.21661462,0.03276580543027075,-9.301499,-1.0988307297560578,8.202668637004196
536.wav,0.24347767,0.03303313214732013,-10.55777,-1.8826762276910938,8.67509354769953
538.wav,0.2302526,0.027133417967324457,-11.988482,-2.7014827201280007,9.286999755152761
539.wav,0.29663867,0.04063316002899855,-11.165377,-2.53190551426174,8.633471148946267
54.wav,0.002941864,0.0024794217177789867,8.669266,9.411987992662322,0.7427222455920095
540.wav,0.23079754,0.03479954392689198,-9.451005,-1.2344287797360307,8.216576202258597
541.wav,0.21458815,0.030456936462700573,-9.59071,-1.1115137412220941,8.479195945057203
542.wav,0.2778327,0.03318843471469641,-12.096083,-2.868117151743768,9.227965535634162
543.wav,0.22342668,0.03246613235524294,-9.727863,-1.3508188339932907,8.377044477774287
544.wav,0.24918033,0.03498237584312071,-10.104169,-1.5775238920916188,8.526644999815119
545.wav,0.22711337,0.040357947738480476,-8.225458,-0.7223213524108594,7.503136792730742
546.wav,0.26300055,0.02674704362665325,-13.519522,-3.592713278755113,9.926808434501723
547.wav,0.0030201063,0.0015235526068193448,9.822151,12.793799411684274,2.971648227602243
548.wav,0.0045958236,0.0025036458079526064,8.853865,11.4917690146953,2.637904344895496
55.wav,0.04028215,0.03142129314563827,-2.5815911,-1.5027052292262677,1.0788859000767108
550.wav,0.011539404,0.008236954873218039,2.7260156,4.190182389008152,1.464166821228611
551.wav,0.010778634,0.008033143875636105,5.1565223,6.433304090342177,1.276781816324843
552.wav,0.008107966,0.006619259535637999,5.067999,5.949023758816736,0.8810248727083376
553.wav,0.025742717,0.02409144893587461,-4.078015,-3.790100207984456,0.28791464263199895
554.wav,0.23009649,0.03584686831948655,-9.312464,-1.2378755939633521,8.074588166412624
556.wav,0.2693391,0.04206999253142719,-9.624311,-1.561041217732785,8.063270229410769
56.wav,0.003603925,0.0021474579172088225,3.0402646,5.288775251504509,2.248510645028679
560.wav,0.01381528,0.011287809896283715,2.1034133,2.9809133710886555,0.8775000276590901
561.wav,0.27316815,0.04475895769771968,-9.271926,-1.41642543089023,7.855500495318266
562.wav,0.010148991,0.009435554501497181,6.3603168,6.676870861574357,0.31655410818690566
563.wav,0.27131623,0.04410461757672238,-9.568963,-1.679046017113294,7.889917033728992
564.wav,0.013795258,0.008675434125335606,2.1266322,4.141018430545053,2.0143862169525235
565.wav,0.2697452,0.0408890895332488,-9.917758,-1.7242953335126423,8.193462654463431
566.wav,0.2548097,0.02788702459639189,-12.291801,-2.6836631162573923,9.608138336379326
567.wav,0.29189467,0.13717686502141063,-10.534553,-7.255099894611994,3.279452679545721
568.wav,0.02797731,0.027141550135922538,-0.13338296,-0.0016698940165965933,0.13171306713738748
569.wav,0.26501969,0.02790756073166199,-13.368817,-3.5932555615106425,9.775561767896097
57.wav,0.02105632,0.01584803301367904,3.7639258,4.9979969478152375,1.2340711570284943
570.wav,0.2333697,0.02514820796634256,-13.06027,-3.3848961750273503,9.675374134420892
571.wav,0.22561355,0.02811810041882421,-11.304504,-2.26071349165631,9.04379090287494
572.wav,0.22066757,0.021269514989079433,-13.031057,-2.87124718372673,10.159810174061356
573.wav,0.0037318019,0.0029582246191481305,8.291481,9.300355797162581,1.0088747790961747
574.wav,0.27152318,0.03767172324614036,-10.682436,-2.104522341631036,8.577913647748847
575.wav,0.17344199,0.12395665745098089,-11.13241,-9.673565658118306,1.45884439132017
576.wav,0.23307087,0.027012899870333586,-12.044228,-2.685059600215325,9.359167999882331
577.wav,0.23221096,0.02779924811148093,-11.591963,-2.3734650808727706,9.218497733458284
578.wav,0.24570252,0.02400336498359677,-13.347929,-3.246553876126501,10.10137512472799
579.wav,0.27085754,0.030475198984425574,-12.693136,-3.205191840709991,9.48794437449997
58.wav,0.019070014,0.01575733576507983,1.2368066,2.0654888895041372,0.8286822584158804
580.wav,0.22405572,0.04261068971614098,-7.3402452,-0.1318706289458897,7.208374617941318
581.wav,0.24107116,0.04935257278965109,-7.3075953,-0.41924014566449996,6.888355107326222
582.wav,0.26171222,0.06893109324963136,-5.902806,-0.108717817079202,5.794087988127097
583.wav,0.24644695,0.06142081005464395,-6.286493,-0.25241375533945265,6.03407906921499
584.wav,0.20447017,0.04078430254274735,-7.2614336,-0.26006397248365587,7.0013696288957386
585.wav,0.23852637,0.048176621121325924,-7.1921515,-0.24515104070179988,6.947000505776471
588.wav,0.11996535,0.02014902574549666,-7.336632,0.4113857055915944,7.748017480493938
59.wav,0.0036451593,0.003215573189010694,8.257769,8.802349439423178,0.544580808441733
593.wav,0.15971878,0.043788938747243655,-4.5218763,1.0980392256510711,5.619915560795114
596.wav,0.012580125,0.014480141714194228,6.1856728,5.574794004690313,-0.6108787553194528
6.wav,0.0028212112,0.00513547172378649,14.691463,12.090016716606971,-2.601446753852013
60.wav,0.021258503,0.02023911243739031,5.033744,5.247156360293529,0.21341250195612638
601.wav,0.1806355,0.0256210208782453,-9.666127,-1.1840606584046152,8.482066546490405
608.wav,0.015866498,0.0022574801316202517,0.5641896,9.032760876097335,8.468571263231887
609.wav,0.019921413,0.01172077104676205,2.3104362,4.614075647663501,2.3036393988842043
61.wav,0.0021106657,0.0015883159985782909,7.122662,8.357487463725713,1.2348253963123828
610.wav,0.040556904,0.011040264883230457,-1.5141202,4.136732758298799,5.6508529794368
611.wav,0.014247763,0.0059920213395302235,4.632139,8.393872492946905,3.7617332870142874
612.wav,0.012578756,0.00866111470076373,3.2455654,4.86620398292977,1.6206385685010591
613.wav,0.00525743,0.00030688956782226124,5.1700115,17.50792511921386,12.337913598828116
614.wav,0.024680458,0.013091945580629424,0.38460907,3.138099085132375,2.7534900117318775
615.wav,0.0031955915,0.002441995383578119,10.866574,12.034638271521167,1.1680639841066167
616.wav,0.031558357,0.02045960825182608,2.3701105,4.252281219363955,1.8821707075841703
617.wav,0.013627335,0.00573816628042356,2.6714907,6.427868911510118,3.75637824225963
618.wav,0.00811747,0.0015536819087887937,5.0526285,12.233214277294689,7.18058576014381
619.wav,0.02828257,0.007548784966103231,-2.7634346,2.972983498249593,5.736418146763387
62.wav,0.024170471,0.015515949259133402,-1.5047517,0.420315889508926,1.9250675717904202
620.wav,0.009578816,0.0070598967081978645,5.408536,6.733670814596349,1.3251348572599229
621.wav,0.018541034,0.00892949972762657,2.1780112,5.351079288665983,3.173068109695646
622.wav,0.1030311,0.020043022065534585,-5.570541,1.5395102932388924,7.110051198237672
623.wav,0.01108329,0.006829423362678551,4.1350513,6.237897923190907,2.1028466727331434
624.wav,0.0054757902,0.0009434343820233355,6.660616,14.297967231813198,7.63735131079269
625.wav,0.112608604,0.026629164710413284,-4.299505,1.9626350016103735,6.262140235375022
626.wav,0.032147877,0.012775443421750014,-0.5721458,3.4356172469714985,4.0077630666354995
628.wav,0.10803171,0.026217105071537787,-4.221334,1.9283312113287572,6.14966519188906
629.wav,0.027912306,0.01729823698915607,0.6733986,2.7513372116505157,2.077938597720767
63.wav,0.13063416,0.021472462914228035,-7.154249,0.6875002412406572,7.841749432524837
630.wav,0.01633322,0.009273176346302064,4.1716537,6.63008694452555,2.458433196966956
631.wav,2.33816e-05,2.3226192422162257e-05,29.68573,29.714692529295625,0.028962548826875434
632.wav,2.4674095e-05,3.947741265193007e-05,32.08139,30.040318192879862,-2.0410721879795126
633.wav,0.037875626,0.018705923793959002,-0.11130161,2.952504956899176,3.0638065652828317
634.wav,0.015011658,0.012982649665715437,4.3545523,4.985205350702138,0.6306530817202045
636.wav,0.06939861,0.019893733236531937,-1.870122,3.5562229357030404,5.426344891574622
637.wav,2.30382e-05,1.6366230289670863e-05,31.750658,33.23565596512799,1.4849979298496692
638.wav,2.3030374e-05,2.877158261279021e-05,32.48155,31.514920038378968,-0.9666282709472043
639.wav,0.029425627,0.010241590373789283,1.3702581,5.95384121420877,4.583583121328521
64.wav,0.0034321847,0.0024583514083790607,5.345183,6.794450035381163,1.4492671397207628
640.wav,0.015582992,0.01449818250860325,4.557459,4.87083138386849,0.31337250630501323
641.wav,0.016888136,0.009427551716037283,1.9280481,4.459875934519748,2.5318278006696504
642.wav,0.017854935,0.017998946539240245,4.495165,4.46027702360957,-0.03488784760625041
643.wav,0.06929929,0.025442772377209464,-0.60758466,3.7440587769839744,4.351643432268856
644.wav,0.044659317,0.015093071994589102,-3.0628178,1.648526408636094,4.711344220602037
645.wav,0.0023335407,0.0023646055936503495,12.865007,12.807573398923582,-0.05743400158911349
646.wav,0.012804344,0.008528538260833628,6.873852,8.638679470944458,1.7648276948214114
647.wav,0.022454193,0.015165614586258848,4.0433664,5.747740803056562,1.7043743708666206
648.wav,0.02941908,0.018451841821053007,1.2191708,3.2450644951629704,2.025893686370856
649.wav,0.014014372,0.010145470859964392,4.5956073,5.998621442795566,1.4030141620643652
65.wav,0.026418755,0.015305845940190186,-3.3607996,-0.9902493720806025,2.3705501789295296
66.wav,0.030886756,0.02215058414607878,-1.572336,-0.12846487771558113,1.4438710807652537
67.wav,0.16186057,0.02038837438737721,-10.861258,-1.863672568947703,8.997584984152883
68.wav,0.04391572,0.031792913864499686,-4.0718236,-2.668926984983777,1.4028966119705686
69.wav,0.022813521,0.014054757557988377,-3.5247276,-1.4210379344258075,2.103689648505711
7.wav,0.0024293554,0.0038758984734515787,14.548008,12.519195409726906,-2.028812555360984
70.wav,0.004439623,0.0029474048001107826,6.218478,7.997541211476266,1.7790630086564416
71.wav,0.019861469,0.01394792366000059,-3.3141568,-1.7791387566495398,1.535018014056637
72.wav,0.05007318,0.03935554333562508,-3.9605064,-2.9145134772329575,1.0459929619760269
73.wav,0.13452628,0.027327848138885124,-6.0881944,0.8338228303921785,6.922017200661954
74.wav,0.17306006,0.024413502519689326,-9.278955,-0.7732881072601303,8.505667352334596
75.wav,0.18023,0.024184979301847022,-9.929728,-1.2069135232979185,8.72281403102337
76.wav,0.14187211,0.025027084794398233,-6.777404,0.7574635139872108,7.534867345469144
77.wav,0.15018436,0.03349854964411063,-5.227598,1.2883890227592207,6.515987213066838
78.wav,0.19057418,0.023096121428835215,-11.457258,-2.2920089130248074,9.165249311462498
8.wav,0.0013127616,0.004412209645968134,17.084953,11.820249768738286,-5.264703539367183
80.wav,0.13832434,0.01989669215402671,-8.141432,0.2797453431528153,8.421177151624494
81.wav,0.13873205,0.024406764718784967,-7.4828534,0.0638122255684105,7.546665638196584
82.wav,0.14785327,0.033843421253788135,-5.0978584,1.3057087883234428,6.403567217278521
83.wav,0.13831387,0.01875641591778498,-9.606603,-0.92944407794411,8.677158590818097
84.wav,0.10014566,0.0239468975884294,-3.9210856,2.2927432541470263,6.2138288502316215
85.wav,0.14872567,0.02711970868569479,-6.963726,0.4272826852905173,7.3910087289916895
86.wav,0.0065076496,0.006410763446462328,4.8239927,4.8891369447543855,0.06514421556737382
87.wav,0.116591915,0.01503161448405837,-8.536633,0.35999577932217297,8.89662831716397
88.wav,0.11940627,0.014469646307237015,-10.235547,-1.069854413793117,9.165692651941747
89.wav,0.1467431,0.01715560968103689,-10.785913,-1.4643975809660923,9.321515886441134
9.wav,0.2783161,0.07087591964749373,-6.444827,-0.5044307485118009,5.940396331261148
90.wav,0.0124507295,0.012191405252483932,-0.36007744,-0.26866725609760356,0.09141018464107442
91.wav,0.0065044924,0.006639175606498568,5.2143235,5.125316115732474,-0.08900740492792636
92.wav,0.10312767,0.016424697824144217,-6.9539313,1.0248469656649553,7.978778297299477
93.wav,0.11229224,0.016373481581382347,-7.6373997,0.7246872698893501,8.362086943351263
94.wav,0.009133112,0.0093557693952421,4.3888273,4.284219851150802,-0.1046074727627726
95.wav,0.20953692,0.019990519400015217,-13.871664,-3.6672989235253994,10.204365123715812
96.wav,0.24404368,0.02782332084576323,-12.27291,-2.842323851196053,9.430586266906975
97.wav,0.1598028,0.019163400285357717,-10.844678,-1.6335600624620947,9.211117862647768
98.wav,0.00048449438,0.0002489645582435158,15.489176,18.380687587432973,2.8915117909241843
99.wav,0.12505692,0.01571556814857415,-9.643341,-0.6355640984707387,9.007776965982387
